Comment,Lang,Tags confirmed,Model function,Tags
I receive $866.00 monthly from Income Support due to a Medical issue. Would I qualify for CERB?,EN,checked,Business,CERB
I did not receive my 300.00 cheque in July ??,EN,checked,Business,Seniors (including OAS / GIS / CPP)
"pourquoi mon  ami sa sa pension de old age securite  a baisser de 1,148   a 648. ce mois ici ",FR,checked,Business,Seniors (including OAS / GIS / CPP)
When do we get the disability tax credit? For covid 19,EN,checked,Business,Disabilities allowance
When do we get the disability tax credit? For covid 19,EN,checked,Business,Disabilities allowance
When do we get the disability tax credit? For covid 19,EN,checked,Business,Disabilities allowance
Travailleur autonome dans les festival,FR,checked,Business,Employees / job seekers / seasonal / gig / self-employed
Phone number to report ineligible CERB recipient,EN,checked,Business,CERB
did not receive gis check 29/07/2020,EN,checked,Business,Seniors (including OAS / GIS / CPP)
No information on who to contact!,EN,checked,Business,Contact someone / get address
Bussiness rent relief,EN,checked,Business,Landlords and tenants (Rent / evictions / CECRA)
Where is the help for the seniors when the federal government gave all that money to the united way,EN,checked,Business,
Where is the help for the seniors when the federal government gave all that money to the united way,EN,checked,Business,
Where is the help for the seniors when the federal government gave all that money to the united way,EN,checked,Business,
Where is the help for the seniors when the federal government gave all that money to the united way,EN,checked,Business,Seniors (including OAS / GIS / CPP)
How do I find out if I am accepted for Hero Pay,EN,checked,Business,Essential services and frontline workers
"Im on cpp disability, am i suspose to get a little more help like everyone is getting",EN,checked,Business,Disabilities allowance
Dupe test clicking quickly 5:57 patlaj,EN,,,
Can not print Form ISP3026,EN,checked,Business,Seniors (including OAS / GIS / CPP)
Dupe test clicking quickly 5:57 patlaj,EN,,,
Just me,EN,checked,Business,
When do we receive DTC benefit covid19,EN,checked,Business,Disabilities allowance
Disabilities,EN,checked,Business,Disabilities allowance
register,EN,checked,Business,Feedback unclear
Information is very vague-- does not answer questions,EN,checked,Business,Design / content / virtual assistant
Support for landlords,EN,checked,Business,Landlords and tenants (Rent / evictions / CECRA)
J’ai 76 ans et sommes rendu fin de juillet . Je n’ai  pas encore reçu  le montant promis pour soutien aux personnes âgées ? Que se passe-t-il? Tous mes amies l’ont reçu début juillet .....,FR,checked,Business,Seniors (including OAS / GIS / CPP)
One time COVID-19 disability payment,EN,checked,Business,
One time COVID-19 disability payment,EN,checked,Business,
One time COVID 19 disability payment,EN,checked,Business,Disabilities allowance
I am looking to change my automatic deposit information,EN,checked,Business,Direct deposit and banking
is it allowed for high school students not university students to enter canada (BC) and go to high school after quarantine? when is it allod for them to enter canada. Thx,EN,checked,Business,"Travel and immigration (to Canada / within / leaving Canada / loans / quarantine), Students / CESB / CSSG"
Landlords who have tenants not paying rent and who must sell their properties to afford to pay their bills,EN,checked,Business,Landlords and tenants (Rent / evictions / CECRA)
More money for me and all seniors,EN,checked,Business,Seniors (including OAS / GIS / CPP)
If my Ltd. business has collected CEBA and I have to file for bankruptcy what happens to the $40000?,EN,checked,Business,CEBA
Senior with disability,EN,checked,Business,"Disabilities allowance, Seniors (including OAS / GIS / CPP)"
Is there a one time payment for CPP Disability who do not receive the Disability Tax Credit?,EN,checked,Business,"Disabilities allowance, Seniors (including OAS / GIS / CPP)"
"Any financial help for disabled senior that is on social service
",EN,checked,Business,"Disabilities allowance, Seniors (including OAS / GIS / CPP)"
"there is no financial help for people with disabilities that cannot work masks are expensive blood pressure monitors etc
",EN,checked,Business,Disabilities allowance
Something is wrong.,EN,,Business,
Can I go to the movies with friends,EN,,Business,
Can I go to the movies with friends,EN,checked,Business,Health (Masks and face coverings / covid app / rule breaking / permissible activities)
Can I wear a mask with friends?,EN,checked,Business,Health (Masks and face coverings / covid app / rule breaking / permissible activities)
Im looking for information about masks?,EN,checked,Business,Health (Masks and face coverings / covid app / rule breaking / permissible activities)
Do i have to wear a mask?,EN,checked,Business,Health (Masks and face coverings / covid app / rule breaking / permissible activities)
There was a problem,EN,,Business,
Applying to the Women Entrepreneurship Fund,EN,checked,Business,Business (financial support / reopening /  PPE / requirements)
The something missing.,EN,,Business,
Where can I find a mask?,EN,checked,Business,Health (Masks and face coverings / covid app / rule breaking / permissible activities)
"I received the CEWS in 2020 Q2 - do I include it in 'sales and other income' on my HST return for Q2, even though it does not involve HST?",EN,checked,Business,CEWS
"I want to know how to pay the $40,000 loan back",EN,checked,Business,CEBA
I'm looking for government loan with $10000.00 dollars forgivable,EN,checked,Business,CEBA
I want to apply a construction worker,EN,,Business,
"how do I get a CRA Business Number, if I already have a Business Number",EN,checked,Business,Business (financial support / reopening /  PPE / requirements)
my employer brought someone who could be infected with covid 19 into my workplace,EN,checked,Business,Workplace safety (sanitizing / exposure to virus / employee with covid / accommodations)
"what if my employee does not return when recalled?
",EN,checked,Business,Business (financial support / reopening /  PPE / requirements)
I am looking for information on the STEM program for hiring students through the summer months and how to apply for a wage subsidy for them.,EN,checked,Business,"CEWS, Students / CESB / CSSG"
I have  medical issues wearing a mask can my employer ask for a note also how can they accommodate so i can continue working,EN,checked,Business,Workplace safety (sanitizing / exposure to virus / employee with covid / accommodations)
How do we apply for CEBA,EN,checked,Business,CEBA
looking for posters to put in the restaurant where I work re: masks,EN,checked,Business,Health (Masks and face coverings / covid app / rule breaking / permissible activities)
J'ai une petite auberge et nous avons plus de 70 ans et ne pouvons pas ouvrir Et j'aurais besoin pour payer taxes et assurance et chauffage quel sont nos droits,FR,checked,Business,"Seniors (including OAS / GIS / CPP), Business (financial support / reopening /  PPE / requirements)"
I have filled out the CEBA application but the submit button not working,EN,checked,Business,CEBA
Information on the Wage subsidy extension,EN,checked,Business,CEWS
It would be ideal when changes are made to this webpage - for the changes to be noted.,EN,checked,Business,Design / content / virtual assistant
I want to know cities that are with 75km radii from Calgary.,EN,,Business,
no problems i will visit the office. nice info.,EN,,Business,
no problems i will visit the office. nice info.,EN,,Business,
"Under ""Help near you"", the link to ""Provincial and territorial business support"" leads to a page listing public health info for provinces and territories, such as number of COVID",EN,checked,Business,Contact someone / get address
where to upload documents for CEBA,EN,checked,Business,CEBA
